"","Allocated.Time","Web.or.Phone","Answered.by.specialist","Holiday.Type","Accom.type","Dep.Airport","Lead.Time","Destination","Duration","Adults","Children","Transport.Type","Answered.Q","Notes.Completed","Title","Enquiry.Comments","Booked.Status","EnquiryYear","EnquiryMonth","EnquiryDay","EnquiryWeekday","DepYear","DepMonth","DepDay","DepWeekday","Enquiry.Timecat","Enquiry.Time_class","DepartureSeason","Gender"
"142","Slow","WEB","0","A","grade2","MCH",79," AC",14,7,2,"A","NO","NO","Mr","NO","0","2017","4",8,"Saturday","2018","10",8,"Monday","Business_Hour","morning","fall","M"
"143","Extremely Fast","WEB","0","C","grade1","Any Airport",25," AB",14,6,0,"None Required","NO","NO","Mrs","NO","1","2017","4",10,"Monday","2017","10",2,"Monday","Business_Hour","afternoon","fall","F"
"144","Slow","WEB","1","A","grade2","Lon Gat",70," AC",14,2,2,"B","NO","NO","Mrs","NO","0","2017","4",10,"Monday","2018","8",17,"Friday","Business_Hour","afternoon","summer","F"
"145","Slow","WEB","1","A","grade2","MCH",70," AC",14,2,0,"None Required","NO","NO","Mr","NO","0","2017","4",10,"Monday","2018","8",17,"Friday","Business_Hour","morning","summer","M"
"146","Slow","WEB","1","A","grade1","Lon Gat",66," AC",14,6,0,"A","NO","NO","Mr","NO","0","2017","4",10,"Monday","2018","7",18,"Wednesday","Closed","morning","summer","M"
"147","Fast","WEB","1","E","grade2","Lon Gat",15," AC",14,3,0,"A","NO","NO","Miss","NO","0","2017","4",10,"Monday","2017","7",29,"Saturday","Business_Hour","morning","summer","F"
"148","Slow","WEB","0","A","grade2","OTHER",65," AB",14,3,0,"B","YES","YES","Mrs","NO","0","2017","4",11,"Tuesday","2018","7",11,"Wednesday","Business_Hour","morning","summer","F"
"149","Slow","PHONE","0","A","grade2","Lon All",57,"OTHER",16,4,3,"B","NO","NO","Mr","NO","0","2017","4",12,"Wednesday","2018","5",18,"Friday","Business_Hour","afternoon","spring","M"
"150","Slow","WEB","0","A","grade2","Lon Gat",69," AB",14,3,1,"None Required","NO","NO","Mr","NO","0","2017","4",14,"Friday","2018","8",11,"Saturday","Business_Hour","afternoon","summer","M"
"151","Extremely Fast","PHONE","0","B","grade2","MCH",21," CC City",6,4,0,"B","YES","YES","Mrs","NO","1","2017","4",15,"Saturday","2017","9",4,"Monday","Closed","morning","fall","F"
"152","Slow","WEB","1","A","grade1","MCH",69," AA Resort",21,4,0,"A","NO","NO","Mr","NO","0","2017","4",15,"Saturday","2018","8",8,"Wednesday","Business_Hour","morning","summer","M"
"153","Extremely Fast","PHONE","0","A","grade2","GG",77," AC",14,3,2,"B","NO","NO","Mrs","NO","1","2017","4",16,"Sunday","2018","10",8,"Monday","Business_Hour","morning","fall","F"
"154","Extremely Fast","WEB","1","A","grade1","OTHER",16," JH Area",14,2,1,"A","YES","YES","Mrs","NO","0","2017","4",16,"Sunday","2017","8",12,"Saturday","Closed","morning","summer","F"
"155","Slow","WEB","1","A","grade1","MCH",15," AB",14,3,1,"A","NO","NO","Mr","NO","0","2017","4",16,"Sunday","2017","8",1,"Tuesday","Business_Hour","morning","summer","M"
"156","Slow","WEB","0","A","grade2","Lon All",72," AC",14,5,0,"B","NO","NO","Mr","NO","0","2017","4",17,"Monday","2018","9",7,"Friday","Business_Hour","morning","fall","M"
"157","Extremely Fast","WEB","1","A","grade2","Lon Heathrow",72," AC",14,2,0,"B","YES","YES","Mrs","NO","0","2017","4",18,"Tuesday","2018","9",7,"Friday","Closed","morning","fall","F"
"158","Slow","WEB","1","A","grade3","MCH",68," AC",14,3,1,"A","NO","NO","Mr","NO","0","2017","4",19,"Wednesday","2018","8",8,"Wednesday","Business_Hour","morning","summer","M"
"159","Slow","WEB","0","A","grade2","MCH",69," AC",14,7,0,"B","NO","NO","Mr","NO","0","2017","4",19,"Wednesday","2018","8",12,"Sunday","Business_Hour","afternoon","summer","M"
"160","Slow","WEB","0","A","grade1","BH",16," AB",14,3,4,"A","NO","NO","Mrs","NO","0","2017","4",20,"Thursday","2017","8",12,"Saturday","Business_Hour","morning","summer","F"
"161","Slow","PHONE","0","A","grade2","MCH",70," AB",14,4,0,"None Required","NO","NO","Miss","NO","0","2017","4",20,"Thursday","2018","8",21,"Tuesday","Business_Hour","morning","summer","F"
"162","Slow","WEB","1","A","grade2","Lon All",78," AA Resort",14,2,1,"B","YES","YES","Miss","NO","0","2017","4",20,"Thursday","2018","10",16,"Tuesday","Business_Hour","afternoon","fall","F"
"163","Slow","WEB","1","A","grade1","Lon Gat",49," JH Area",14,7,3,"A","NO","NO","Mr","NO","0","2017","4",21,"Friday","2018","3",28,"Wednesday","Closed","morning","spring","M"
"164","Slow","WEB","1","A","grade1","Lon All",121," AC",14,5,1,"B","NO","NO","Mr","NO","0","2017","4",21,"Friday","2019","8",12,"Monday","Business_Hour","morning","summer","M"
"165","Extremely Fast","WEB","0","E","grade1","Lon All",48," AC",14,5,2,"A","YES","YES","Mrs","NO","1","2017","4",22,"Saturday","2018","3",21,"Wednesday","Closed","morning","spring","F"
"166","Fast","PHONE","0","A","grade1","MCH",52,"OTHER",14,4,0,"None Required","YES","YES","Mrs","NO","1","2017","4",23,"Sunday","2018","4",28,"Saturday","Business_Hour","afternoon","spring","F"
"167","Fast","PHONE","1","A","grade2","Lon Gat",77," LA",10,1,1,"B","NO","NO","Mrs","NO","1","2017","4",24,"Monday","2018","10",19,"Friday","Closed","morning","fall","F"
"168","Extremely Fast","PHONE","0","E","grade1","MCH",49," AB",14,6,2,"A","YES","YES","Mrs","NO","1","2017","4",25,"Tuesday","2018","4",1,"Sunday","Business_Hour","morning","spring","F"
"169","Slow","WEB","1","B","grade3","Lon All",15," CC City",19,4,0,"A","NO","NO","Mr","NO","0","2017","4",25,"Tuesday","2017","8",12,"Saturday","Closed","morning","summer","M"
"170","Slow","WEB","0","A","grade2","MCH",70," AC",14,1,1,"B","NO","NO","Mr","NO","0","2017","4",25,"Tuesday","2018","8",28,"Tuesday","Business_Hour","morning","summer","M"
"171","Slow","WEB","0","A","grade2","MCH",54," AC",14,2,2,"None Required","NO","NO","Mr","NO","0","2017","4",26,"Wednesday","2018","5",8,"Tuesday","Business_Hour","afternoon","spring","M"
"172","Slow","WEB","1","A","grade2","MCH",74," AC",14,4,0,"A","NO","NO","Mr","NO","0","2017","4",26,"Wednesday","2018","9",27,"Thursday","Closed","morning","fall","M"
"173","Slow","WEB","1","C","grade1","Any Airport",48," AC",14,7,3,"None Required","YES","YES","Mr","NO","0","2017","4",27,"Thursday","2018","3",29,"Thursday","Business_Hour","afternoon","spring","M"
"174","Slow","WEB","0","A","grade2","MCH",23," AC",14,2,0,"None Required","NO","NO","Mrs","NO","0","2017","4",28,"Friday","2017","10",2,"Monday","Closed","night","fall","F"
"175","Extremely Fast","WEB","0","A","grade1","MCH",107," AB",10,3,1,"A","YES","YES","Mrs","NO","0","2017","4",28,"Friday","2019","5",16,"Thursday","Closed","morning","spring","F"
"176","Slow","WEB","0","A","grade1","Lon Heathrow",59," JH Area",14,6,0,"A","YES","YES","Mr","NO","0","2017","4",28,"Friday","2018","6",13,"Wednesday","Business_Hour","morning","summer","M"
"177","Slow","WEB","1","A","grade1","Lon Heathrow",15," AC",8,3,1,"A","YES","YES","Mr","NO","0","2017","4",28,"Friday","2017","8",9,"Wednesday","Closed","morning","summer","M"
"178","Slow","WEB","0","A","grade2","MCH",64," DC Drive",14,4,2,"None Required","NO","NO","Mrs","NO","0","2017","4",30,"Sunday","2018","7",24,"Tuesday","Business_Hour","morning","summer","F"
"179","Extremely Fast","PHONE","1","A","grade1","Lon Gat",67," AB",14,6,0,"A","NO","NO","Mrs","NO","1","2017","5",1,"Monday","2018","8",16,"Thursday","Business_Hour","afternoon","summer","F"
"180","Slow","WEB","0","A","grade2","Lon All",67," AC",14,2,2,"A","NO","NO","Miss","NO","0","2017","5",2,"Tuesday","2018","8",18,"Saturday","Business_Hour","afternoon","summer","F"
"181","Extremely Fast","PHONE","1","A","grade2","MCH",61," AC",18,4,0,"A","NO","NO","Mrs","NO","1","2017","5",7,"Sunday","2018","7",14,"Saturday","Business_Hour","afternoon","summer","F"
"182","Extremely Fast","PHONE","1","B","grade3","GG",73," AB",14,3,1,"A","NO","NO","Mrs","NO","1","2017","5",7,"Sunday","2018","10",5,"Friday","Business_Hour","afternoon","fall","F"
"183","Slow","WEB","1","A","grade1","Lon All",67," AC",14,5,0,"A","NO","NO","Mr","NO","0","2017","5",7,"Sunday","2018","8",19,"Sunday","Business_Hour","afternoon","summer","M"
"184","Slow","WEB","1","E","grade1","Lon All",12," AC",16,3,2,"A","NO","NO","Miss","NO","0","2017","5",7,"Sunday","2017","7",30,"Sunday","Business_Hour","afternoon","summer","F"
"185","Slow","WEB","1","E","grade1","Lon Gat",70," AB",14,7,1,"A","YES","YES","Mrs","NO","0","2017","5",8,"Monday","2018","9",11,"Tuesday","Business_Hour","morning","fall","F"
"186","Slow","WEB","1","A","grade1","MCH",108," AC",14,4,1,"A","NO","NO","Mr","NO","0","2017","5",8,"Monday","2019","6",5,"Wednesday","Business_Hour","afternoon","summer","M"
"187","Slow","WEB","1","A","grade2","Lon All",65," AA Resort",14,2,2,"B","NO","NO","Miss","NO","0","2017","5",8,"Monday","2018","8",8,"Wednesday","Closed","night","summer","F"
"188","Extremely Fast","WEB","1","B","grade2","MCH",118," AB",14,2,2,"B","NO","NO","Mrs","NO","0","2017","5",9,"Tuesday","2019","8",13,"Tuesday","Closed","morning","summer","F"
"189","Slow","WEB","0","A","grade1","MCH",73," JH Area",14,3,0,"A","NO","NO","Mr","NO","0","2017","5",9,"Tuesday","2018","10",2,"Tuesday","Business_Hour","afternoon","fall","M"
"190","Fast","PHONE","0","A","grade1","Lon Heathrow",67," JH Area",14,4,0,"A","NO","NO","Ms","NO","1","2017","5",11,"Thursday","2018","8",23,"Thursday","Business_Hour","afternoon","summer","F"
"191","Slow","WEB","0","B","grade3","Lon Heathrow",46,"OTHER",14,3,2,"A","YES","YES","Mrs","NO","0","2017","5",11,"Thursday","2018","3",31,"Saturday","Closed","morning","spring","F"
"192","Slow","WEB","0","D","grade2","MCH",34," AC",10,2,2,"None Required","NO","NO","Mr","NO","0","2017","5",11,"Thursday","2017","12",31,"Sunday","Business_Hour","morning","winter","M"
"193","Slow","WEB","0","A","grade2","Lon Gat",78," AC",14,3,1,"B","NO","NO","Miss","NO","0","2017","5",11,"Thursday","2018","11",6,"Tuesday","Business_Hour","afternoon","fall","F"
"194","Slow","WEB","0","A","grade2","Lon Gat",50,"OTHER",14,2,0,"None Required","NO","NO","Miss","NO","0","2017","5",12,"Friday","2018","4",28,"Saturday","Business_Hour","morning","spring","F"
"195","Extremely Fast","PHONE","0","B","grade2","Lon All",13," AB",12,4,0,"B","YES","YES","Mrs","NO","1","2017","5",14,"Sunday","2017","8",19,"Saturday","Closed","morning","summer","F"
"196","Extremely Fast","WEB","1","C","grade1","Any Airport",18," AB",7,1,0,"None Required","NO","NO","Mrs","NO","1","2017","5",14,"Sunday","2017","9",20,"Wednesday","Business_Hour","morning","fall","F"
"197","Slow","WEB","1","A","grade1","MCH",104," AC",14,3,1,"A","NO","NO","Miss","NO","0","2017","5",14,"Sunday","2019","5",16,"Thursday","Business_Hour","afternoon","spring","F"
"198","Extremely Fast","WEB","0","A","grade2","Lon All",69," AC",14,2,0,"B","YES","YES","Mrs","NO","0","2017","5",15,"Monday","2018","9",12,"Wednesday","Closed","night","fall","F"
"199","Extremely Fast","WEB","1","A","grade1","MCH",62," AC",16,6,3,"A","YES","YES","Mrs","NO","0","2017","5",16,"Tuesday","2018","7",28,"Saturday","Closed","night","summer","F"
"200","Slow","WEB","0","B","grade2","MCH",77," CC City",13,2,0,"None Required","NO","NO","Mr","NO","0","2017","5",16,"Tuesday","2018","11",8,"Thursday","Business_Hour","morning","fall","M"
"201","Slow","WEB","0","C","grade1","Any Airport",38," AB",28,4,2,"A","NO","NO","Miss","NO","0","2017","5",16,"Tuesday","2018","2",4,"Sunday","Business_Hour","night","winter","F"
"202","Slow","WEB","0","A","grade2","MCH",57," AB",14,2,2,"None Required","NO","NO","Mr","NO","0","2017","5",17,"Wednesday","2018","6",21,"Thursday","Business_Hour","morning","summer","M"
"203","Slow","WEB","1","A","grade3","OTHER",51," AB",14,5,0,"A","NO","NO","Miss","NO","0","2017","5",17,"Wednesday","2018","5",12,"Saturday","Business_Hour","afternoon","spring","F"
"204","Slow","WEB","1","A","grade2","MCH",18," DC Drive",12,2,0,"None Required","NO","NO","Mr","NO","0","2017","5",19,"Friday","2017","9",17,"Sunday","Business_Hour","afternoon","fall","M"
"205","Slow","WEB","0","A","grade1","MCH",14," JH Area",12,6,0,"A","YES","YES","Mr","NO","0","2017","5",19,"Friday","2017","8",21,"Monday","Business_Hour","morning","summer","M"
"206","Fast","PHONE","1","A","grade2","Lon Heathrow",44," AC",10,4,0,"None Required","NO","NO","Ms","NO","1","2017","5",21,"Sunday","2018","3",28,"Wednesday","Business_Hour","night","spring","F"
"207","Fast","PHONE","1","A","grade1","Lon Gat",64," JH Area",14,7,1,"A","YES","YES","Mrs","NO","1","2017","5",21,"Sunday","2018","8",14,"Tuesday","Business_Hour","afternoon","summer","F"
"208","Slow","WEB","1","B","grade2","MCH",13," CC City",8,2,0,"None Required","NO","NO","Mrs","NO","0","2017","5",21,"Sunday","2017","8",26,"Saturday","Business_Hour","morning","summer","F"
"209","Extremely Fast","WEB","1","A","grade2","MCH",51," AC",14,3,2,"B","NO","NO","Mrs","NO","0","2017","5",21,"Sunday","2018","5",18,"Friday","Business_Hour","morning","spring","F"
"210","Slow","WEB","1","A","grade1","MCH",59," AC",14,6,4,"A","YES","YES","Mrs","NO","0","2017","5",21,"Sunday","2018","7",10,"Tuesday","Closed","morning","summer","F"
"211","Slow","WEB","0","A","grade2","Lon Gat",53," AC",12,3,1,"A","NO","NO","Mr","NO","0","2017","5",21,"Sunday","2018","5",30,"Wednesday","Business_Hour","morning","spring","M"
"212","Fast","WEB","1","E","grade2","Lon Gat",60," AC",14,5,1,"A","YES","YES","Miss","NO","0","2017","5",21,"Sunday","2018","7",21,"Saturday","Business_Hour","night","summer","F"
"213","Extremely Fast","PHONE","0","A","grade2","Lon All",97," AC",14,3,1,"A","NO","NO","Mrs","NO","1","2017","5",22,"Monday","2019","4",3,"Wednesday","Business_Hour","afternoon","spring","F"
"214","Fast","PHONE","0","C","grade1","Lon All",44," AB",14,4,0,"None Required","NO","NO","Mrs","NO","1","2017","5",23,"Tuesday","2018","3",31,"Saturday","Business_Hour","morning","spring","F"
"215","Slow","WEB","1","A","grade2","MCH",73," AC",14,7,3,"B","NO","NO","Mrs","NO","0","2017","5",23,"Tuesday","2018","10",15,"Monday","Closed","night","fall","F"
"216","Fast","WEB","0","A","grade2","MCH",51," AC",14,2,2,"B","NO","NO","Miss","NO","0","2017","5",23,"Tuesday","2018","5",17,"Thursday","Business_Hour","afternoon","spring","F"
"217","Extremely Fast","PHONE","0","A","grade1","GG",73," AC",14,4,1,"A","NO","NO","Mrs","NO","1","2017","5",25,"Thursday","2018","10",15,"Monday","Business_Hour","morning","fall","F"
"218","Slow","WEB","1","A","grade1","Lon Gat",75," AC",14,3,2,"A","NO","NO","Mr","NO","0","2017","5",25,"Thursday","2018","11",1,"Thursday","Business_Hour","morning","fall","M"
"219","Fast","PHONE","1","E","grade2","Lon Gat",54," AC",14,4,0,"A","YES","YES","Ms","NO","1","2017","5",27,"Saturday","2018","6",8,"Friday","Business_Hour","afternoon","summer","F"
"220","Slow","WEB","0","A","grade2","GG",3," AC",10,2,0,"B","YES","YES","Mr","NO","0","2017","5",27,"Saturday","2017","6",12,"Monday","Business_Hour","afternoon","summer","M"
"221","Extremely Fast","WEB","1","D","grade2","Lon Heathrow",21," AB",3,2,0,"B","NO","NO","Mrs","NO","1","2017","5",28,"Sunday","2017","10",22,"Sunday","Business_Hour","morning","fall","F"
"222","Fast","WEB","1","B","grade2","OTHER",48," CC City",14,2,0,"B","NO","NO","Ms","NO","1","2017","5",29,"Monday","2018","4",29,"Sunday","Business_Hour","morning","spring","F"
"223","Extremely Fast","WEB","1","B","grade2","MCH",9," AB",21,3,0,"None Required","NO","NO","Mrs","NO","0","2017","5",29,"Monday","2017","8",1,"Tuesday","Closed","night","summer","F"
"224","Slow","WEB","1","B","grade2","MCH",7," CC City",12,4,0,"A","NO","NO","Mr","NO","0","2017","5",29,"Monday","2017","7",22,"Saturday","Business_Hour","morning","summer","M"
"225","Extremely Fast","PHONE","0","A","grade1","GG",102," AB",10,2,0,"A","NO","NO","Mrs","NO","1","2017","5",30,"Tuesday","2019","5",13,"Monday","Business_Hour","morning","spring","F"
"226","Extremely Fast","WEB","1","A","grade1","GG",57," AC",14,4,2,"A","NO","NO","Mrs","NO","1","2017","5",31,"Wednesday","2018","7",2,"Monday","Business_Hour","morning","summer","F"
"227","Slow","WEB","1","A","grade1","MCH",120," AC",14,3,1,"A","YES","YES","Mr","NO","0","2017","5",31,"Wednesday","2019","9",16,"Monday","Business_Hour","morning","fall","M"
"228","Extremely Fast","WEB","0","A","grade2","Lon All",41," AA Resort",10,2,0,"B","NO","NO","Mrs","NO","0","2017","6",1,"Thursday","2018","3",11,"Sunday","Closed","morning","spring","F"
"229","Slow","WEB","1","E","grade2","MCH",9," AC",12,4,1,"None Required","NO","NO","Miss","NO","0","2017","6",1,"Thursday","2017","7",31,"Monday","Business_Hour","night","summer","F"
"230","Fast","WEB","0","B","grade1","Lon Gat",42," JH Area",14,2,2,"A","NO","NO","Miss","NO","0","2017","6",1,"Thursday","2018","3",24,"Saturday","Business_Hour","afternoon","spring","F"
"231","Extremely Fast","WEB","0","A","grade1","Lon Gat",59," AB",14,3,0,"A","NO","NO","Mrs","NO","1","2017","6",4,"Sunday","2018","7",27,"Friday","Business_Hour","morning","summer","F"
"232","Fast","WEB","1","A","grade1","Lon All",43," JH Area",14,3,0,"A","NO","NO","Miss","NO","0","2017","6",4,"Sunday","2018","4",3,"Tuesday","Business_Hour","afternoon","spring","F"
"233","Fast","PHONE","0","B","grade2","MCH",15," CC City",8,2,0,"None Required","NO","NO","Ms","NO","1","2017","6",5,"Monday","2017","9",17,"Sunday","Business_Hour","afternoon","fall","F"
"234","Extremely Fast","PHONE","0","E","grade2","Lon Gat",59," AC",14,6,0,"A","NO","NO","Mrs","NO","1","2017","6",5,"Monday","2018","7",25,"Wednesday","Business_Hour","afternoon","summer","F"
"235","Slow","WEB","1","A","grade1","MCH",62," AC",14,5,1,"A","NO","NO","Miss","NO","0","2017","6",5,"Monday","2018","8",18,"Saturday","Business_Hour","night","summer","F"
"236","Fast","PHONE","0","B","grade2","Lon Gat",42," AB",14,3,1,"None Required","NO","NO","Mrs","NO","1","2017","6",6,"Tuesday","2018","3",29,"Thursday","Business_Hour","afternoon","spring","F"
"237","Slow","WEB","1","B","grade1","OTHER",55," AB",21,5,3,"A","NO","NO","Mrs","NO","0","2017","6",7,"Wednesday","2018","6",29,"Friday","Closed","night","summer","F"
"238","Slow","WEB","1","A","grade1","MCH",61," AC",21,5,0,"A","NO","NO","Mrs","NO","0","2017","6",7,"Wednesday","2018","8",8,"Wednesday","Closed","morning","summer","F"
"239","Slow","WEB","0","A","grade2","Lon All",62," AC",14,2,0,"B","NO","NO","Mr","NO","0","2017","6",7,"Wednesday","2018","8",14,"Tuesday","Business_Hour","afternoon","summer","M"
"240","Fast","PHONE","0","A","grade1","OTHER",44," AC",21,4,0,"A","NO","NO","Mrs","NO","1","2017","6",10,"Saturday","2018","4",9,"Monday","Business_Hour","morning","spring","F"
"241","Fast","PHONE","0","A","grade1","MCH",47," AC",7,2,0,"A","YES","YES","Mrs","NO","1","2017","6",11,"Sunday","2018","5",8,"Tuesday","Business_Hour","afternoon","spring","F"
"242","Slow","WEB","1","A","grade2","MCH",65," AC",11,1,2,"None Required","YES","YES","Mr","NO","0","2017","6",11,"Sunday","2018","9",10,"Monday","Closed","morning","fall","M"
"243","Slow","WEB","1","E","grade1","Lon Gat",7," AB",11,2,2,"A","NO","NO","Mr","NO","0","2017","6",11,"Sunday","2017","8",5,"Saturday","Business_Hour","afternoon","summer","M"
"244","Slow","WEB","0","A","grade3","Lon All",60," JH Area",14,4,0,"A","NO","NO","Mr","NO","0","2017","6",11,"Sunday","2018","8",7,"Tuesday","Business_Hour","night","summer","M"
"245","Fast","WEB","0","A","grade1","Lon All",51," AC",14,5,1,"None Required","NO","NO","Dr","NO","0","2017","6",11,"Sunday","2018","6",6,"Wednesday","Business_Hour","night","summer","M"
"246","Fast","PHONE","1","A","grade3","GG",16," IO Vista",21,3,0,"A","YES","YES","Ms","NO","1","2017","6",12,"Monday","2017","10",6,"Friday","Business_Hour","afternoon","fall","F"
"247","Slow","WEB","0","A","grade2","MCH",28," AC",11,1,0,"None Required","NO","NO","Mr","NO","0","2017","6",12,"Monday","2017","12",29,"Friday","Business_Hour","morning","winter","M"
"248","Slow","WEB","0","B","grade1","Lon Gat",15," AB",14,4,0,"A","YES","YES","Mr","NO","0","2017","6",12,"Monday","2017","9",28,"Thursday","Business_Hour","morning","fall","M"
"249","Extremely Fast","WEB","1","A","grade1","Lon All",98," AB",14,4,2,"A","YES","YES","Mrs","NO","0","2017","6",13,"Tuesday","2019","4",30,"Tuesday","Business_Hour","morning","spring","F"
"250","Slow","WEB","0","A","grade1","MCH",61," AB",14,3,3,"A","NO","NO","Mrs","NO","0","2017","6",14,"Wednesday","2018","8",18,"Saturday","Business_Hour","morning","summer","F"
"251","Slow","WEB","0","A","grade1","Lon Heathrow",61," JH Area",14,2,3,"None Required","NO","NO","Mr","NO","0","2017","6",15,"Thursday","2018","8",14,"Tuesday","Closed","morning","summer","M"
"252","Slow","WEB","0","A","grade1","MCH",76," JH Area",14,4,0,"A","YES","YES","Mrs","NO","0","2017","6",16,"Friday","2018","12",1,"Saturday","Closed","morning","winter","F"
"253","Slow","WEB","1","C","grade2","Any Airport",4," AC",15,3,1,"None Required","NO","NO","Mr","NO","0","2017","6",16,"Friday","2017","7",13,"Thursday","Closed","morning","summer","M"
"254","Slow","WEB","1","A","grade1","Lon All",57," AC",14,5,0,"A","NO","NO","Miss","NO","0","2017","6",17,"Saturday","2018","7",21,"Saturday","Business_Hour","morning","summer","F"
"255","Fast","PHONE","0","A","grade1","GG",19," JH Area",10,4,0,"A","NO","NO","Ms","NO","1","2017","6",18,"Sunday","2017","11",1,"Wednesday","Business_Hour","afternoon","fall","F"
"256","Extremely Fast","PHONE","0","A","grade1","Lon All",10," AB",10,3,0,"A","NO","NO","Mrs","NO","1","2017","6",18,"Sunday","2017","8",30,"Wednesday","Business_Hour","afternoon","summer","F"
"257","Extremely Fast","WEB","1","D","grade1","MCH",8," AC",14,3,0,"A","YES","YES","Mrs","NO","0","2017","6",18,"Sunday","2017","8",13,"Sunday","Business_Hour","morning","summer","F"
"258","Slow","WEB","0","A","grade1","Lon All",40," AC",14,5,1,"A","YES","YES","Mr","NO","0","2017","6",18,"Sunday","2018","3",31,"Saturday","Business_Hour","morning","spring","M"
"259","Slow","WEB","1","B","grade2","Any Airport",55," AC",20,3,0,"None Required","NO","NO","Mr","NO","0","2017","6",18,"Sunday","2018","7",12,"Thursday","Business_Hour","morning","summer","M"
"260","Slow","WEB","0","A","grade2","MCH",68," AB",14,4,0,"A","NO","NO","Mr","NO","0","2017","6",18,"Sunday","2018","10",9,"Tuesday","Business_Hour","afternoon","fall","M"
"261","Slow","WEB","1","A","grade1","MCH",119," JH Area",14,2,0,"A","YES","YES","Mr","NO","0","2017","6",20,"Tuesday","2019","10",2,"Wednesday","Business_Hour","morning","fall","M"
"262","Slow","WEB","0","A","grade2","Lon All",41," AC",14,2,2,"A","NO","NO","Mr","NO","0","2017","6",20,"Tuesday","2018","4",3,"Tuesday","Closed","morning","spring","M"
"263","Slow","WEB","1","A","grade2","Lon All",43," AC",14,4,0,"None Required","YES","YES","Mr","NO","0","2017","6",23,"Friday","2018","4",17,"Tuesday","Business_Hour","morning","spring","M"
"264","Extremely Fast","PHONE","1","A","grade2","MCH",63," AB",14,3,0,"A","YES","YES","Mrs","NO","1","2017","6",26,"Monday","2018","9",12,"Wednesday","Business_Hour","afternoon","fall","F"
"265","Slow","WEB","1","A","grade2","Lon All",99," AC",14,2,2,"B","NO","NO","Mrs","NO","0","2017","6",27,"Tuesday","2019","5",20,"Monday","Closed","morning","spring","F"
"266","Fast","PHONE","0","A","grade1","MCH",97," AC",21,2,2,"A","NO","NO","Mrs","NO","1","2017","6",28,"Wednesday","2019","5",7,"Tuesday","Business_Hour","afternoon","spring","F"
"267","Slow","WEB","1","E","grade2","MCH",46," AC",14,3,1,"A","YES","YES","Mr","NO","0","2017","6",28,"Wednesday","2018","5",19,"Saturday","Business_Hour","afternoon","spring","M"
"268","Slow","WEB","0","E","grade1","GG",53," AC",14,6,1,"A","YES","YES","Mr","NO","0","2017","6",28,"Wednesday","2018","7",2,"Monday","Business_Hour","morning","summer","M"
"269","Slow","WEB","0","A","grade1","Lon All",39," AC",10,4,3,"A","YES","YES","Mr","NO","0","2017","6",28,"Wednesday","2018","3",29,"Thursday","Business_Hour","morning","spring","M"
"270","Extremely Fast","WEB","0","C","grade3","Any Airport",44," AC",14,4,0,"None Required","NO","NO","Mrs","NO","0","2017","6",29,"Thursday","2018","5",2,"Wednesday","Business_Hour","afternoon","spring","F"
"271","Slow","WEB","1","A","grade3","Lon All",35," JH Area",14,2,0,"B","NO","NO","Mr","NO","0","2017","6",29,"Thursday","2018","3",2,"Friday","Business_Hour","morning","spring","M"
"272","Slow","WEB","1","B","grade2","Lon All",10," CC City",14,2,0,"B","NO","NO","Mr","NO","0","2017","6",29,"Thursday","2017","9",3,"Sunday","Business_Hour","morning","fall","M"
"273","Slow","WEB","1","B","grade2","Lon All",68," AB",14,4,0,"None Required","YES","YES","Miss","NO","0","2017","7",1,"Saturday","2018","10",14,"Sunday","Business_Hour","afternoon","fall","F"
"274","Fast","WEB","0","A","grade1","MCH",66," AC",14,4,0,"B","NO","NO","Miss","NO","0","2017","7",2,"Sunday","2018","10",12,"Friday","Business_Hour","night","fall","F"
"275","Fast","WEB","0","A","grade1","Lon Gat",50," AC",14,5,2,"A","YES","YES","Miss","NO","0","2017","7",2,"Sunday","2018","6",21,"Thursday","Closed","night","summer","F"
"276","Extremely Fast","WEB","0","A","grade1","Lon All",57," AB",14,2,2,"A","YES","YES","Mrs","NO","0","2017","7",4,"Tuesday","2018","8",8,"Wednesday","Closed","morning","summer","F"
"277","Slow","WEB","1","A","grade1","GG",18," AB",14,4,1,"None Required","NO","NO","Mr","NO","0","2017","7",5,"Wednesday","2017","11",7,"Tuesday","Business_Hour","afternoon","fall","M"
"278","Fast","PHONE","1","E","grade2","MCH",65," JH Area",14,4,0,"A","NO","NO","Mrs","NO","1","2017","7",6,"Thursday","2018","10",4,"Thursday","Business_Hour","morning","fall","F"
"279","Extremely Fast","PHONE","0","A","grade2","MCH",57," AC",14,3,0,"A","NO","NO","Mrs","NO","1","2017","7",7,"Friday","2018","8",8,"Wednesday","Business_Hour","afternoon","summer","F"
"280","Slow","WEB","0","A","grade1","GG",70," AB",14,6,0,"A","NO","NO","Mrs","NO","0","2017","7",12,"Wednesday","2018","11",15,"Thursday","Closed","morning","fall","F"
"281","Slow","WEB","1","A","grade2","MCH",84," AC",9,4,1,"B","NO","NO","Mr","NO","0","2017","7",12,"Wednesday","2019","2",21,"Thursday","Business_Hour","afternoon","winter","M"
"282","Slow","WEB","1","E","grade2","Lon All",53," AC",21,2,3,"A","YES","YES","Mr","NO","0","2017","7",15,"Saturday","2018","7",16,"Monday","Business_Hour","morning","summer","M"
