"","Allocated.Time","Web.or.Phone","Answered.by.specialist","Holiday.Type","Accom.type","Dep.Airport","Lead.Time","Destination","Duration","Adults","Children","Transport.Type","Answered.Q","Notes.Completed","Title","Enquiry.Comments","Booked.Status","EnquiryYear","EnquiryMonth","EnquiryDay","EnquiryWeekday","DepYear","DepMonth","DepDay","DepWeekday","Enquiry.Timecat","Enquiry.Time_class","DepartureSeason","Gender"
"712","Slow","WEB","1","A","grade1","Lon Gat",6," AB",14,3,0,"B","YES","NO","Mr","YES","0","2018","7",29,"Sunday","2018","9",9,"Sunday","Business_Hour","morning","fall","M"
"713","Slow","WEB","0","B","grade2","Lon All",42," NM AB Resort",10,3,1,"A","YES","YES","Miss","YES","0","2018","7",30,"Monday","2019","5",19,"Sunday","Business_Hour","afternoon","spring","F"
"714","Extremely Fast","WEB","0","A","grade1","Lon Gat",64," DC Drive",14,4,0,"A","YES","NO","Mrs","YES","1","2018","7",31,"Tuesday","2019","10",24,"Thursday","Business_Hour","morning","fall","F"
"715","Fast","PHONE","0","B","grade2","Lon All",51," LA",21,NA,1,"A","NO","NO","Ms","YES","1","2018","8",1,"Wednesday","2019","7",23,"Tuesday","Business_Hour","afternoon","summer","F"
"716","Fast","PHONE","0","E","None","Lon Gat",42," DC Drive",14,2,2,"None Required","YES","NO","Mrs","YES","1","2018","8",1,"Wednesday","2019","5",25,"Saturday","Closed","morning","spring","F"
"717","Extremely Fast","WEB","1","A","grade1","OTHER",47," AB",14,4,0,"None Required","YES","YES","Mrs","YES","0","2018","8",2,"Thursday","2019","6",24,"Monday","Closed","morning","summer","F"
"718","Extremely Fast","WEB","1","A","grade2","Lon Gat",64," AA Resort",14,2,2,"B","YES","NO","Mrs","YES","0","2018","8",2,"Thursday","2019","10",25,"Friday","Closed","morning","fall","F"
"719","Slow","WEB","1","A","grade2","MCH",27," PP Area",10,1,2,"B","YES","YES","Mr","YES","0","2018","8",4,"Saturday","2019","2",9,"Saturday","Closed","morning","winter","M"
"720","Extremely Fast","PHONE","1","A","grade2","MCH",42," NM AB Resort",10,5,0,"A","YES","NO","Mrs","YES","1","2018","8",5,"Sunday","2019","5",27,"Monday","Business_Hour","afternoon","spring","F"
"721","Slow","WEB","1","A","grade2","OTHER",46," DC Drive",14,4,0,"A","YES","NO","Mr","YES","0","2018","8",5,"Sunday","2019","6",26,"Wednesday","Business_Hour","afternoon","summer","M"
"722","Extremely Fast","WEB","0","A","grade1","MCH",54," AB",14,4,0,"A","YES","YES","Mrs","YES","1","2018","8",6,"Monday","2019","8",23,"Friday","Closed","morning","summer","F"
"723","Slow","WEB","1","A","grade2","GG",57," DC Drive",14,3,0,"B","YES","NO","Mr","YES","0","2018","8",6,"Monday","2019","9",13,"Friday","Business_Hour","morning","fall","M"
"724","Slow","WEB","1","D","grade2","Lon Gat",34," AA Resort",14,4,0,"B","YES","NO","Mrs","YES","0","2018","8",7,"Tuesday","2019","3",31,"Sunday","Business_Hour","morning","spring","F"
"725","Slow","WEB","0","A","grade1","MCH",84," JH Area",14,7,0,"A","YES","NO","Mr","YES","0","2018","8",8,"Wednesday","2020","3",20,"Friday","Business_Hour","afternoon","spring","M"
"726","Fast","PHONE","1","A","grade2","BH",38,"OTHER",14,2,0,"B","YES","NO","Mrs","YES","1","2018","8",10,"Friday","2019","5",3,"Friday","Closed","morning","spring","F"
"727","Extremely Fast","WEB","1","C","grade2","Lon All",54," DC Drive",7,2,2,"None Required","YES","NO","Mrs","YES","0","2018","8",11,"Saturday","2019","8",19,"Monday","Closed","morning","summer","F"
"728","Slow","WEB","1","E","None","MCH",20," PP Area",14,6,1,"A","YES","YES","Mr","YES","0","2018","8",11,"Saturday","2018","12",23,"Sunday","Business_Hour","morning","winter","M"
"729","Extremely Fast","WEB","1","B","grade2","OTHER",33," AB",20,2,1,"A","YES","NO","Mrs","YES","0","2018","8",12,"Sunday","2019","4",2,"Tuesday","Business_Hour","morning","spring","F"
"730","Slow","WEB","1","A","grade3","MCH",35," NM AB Resort",21,4,2,"A","YES","NO","Mr","YES","0","2018","8",12,"Sunday","2019","4",17,"Wednesday","Business_Hour","afternoon","spring","M"
"731","Slow","WEB","1","A","grade2","Lon Gat",63," AA Resort",14,2,2,"None Required","YES","NO","Mr","YES","0","2018","8",13,"Monday","2019","10",28,"Monday","Business_Hour","afternoon","fall","M"
"732","Slow","WEB","1","A","grade1","MCH",62," AB",19,2,2,"A","YES","NO","Miss","YES","0","2018","8",13,"Monday","2019","10",21,"Monday","Business_Hour","afternoon","fall","F"
"733","Extremely Fast","WEB","0","A","grade2","MCH",52," AA Resort",10,2,2,"B","YES","NO","Mrs","YES","1","2018","8",15,"Wednesday","2019","8",15,"Thursday","Business_Hour","morning","summer","F"
"734","Slow","WEB","1","A","grade2","Lon All",34," PP Area",14,6,4,"B","YES","YES","Mr","YES","0","2018","8",16,"Thursday","2019","4",7,"Sunday","Closed","morning","spring","M"
"735","Slow","WEB","1","A","grade2","OTHER",26," AB",14,3,1,"B","YES","NO","Mr","YES","0","2018","8",18,"Saturday","2019","2",11,"Monday","Business_Hour","morning","winter","M"
"736","Fast","PHONE","1","A","grade1","MCH",102," AB",14,3,1,"A","NO","NO","Ms","YES","1","2018","8",19,"Sunday","2020","8",8,"Saturday","Business_Hour","morning","summer","F"
"737","Extremely Fast","PHONE","0","B","grade2","Lon All",49," NM AB Resort",17,4,0,"A","YES","NO","Mrs","YES","1","2018","8",20,"Monday","2019","7",29,"Monday","Business_Hour","afternoon","summer","F"
"738","Extremely Fast","PHONE","0","E","None","MCH",84," JH Area",14,2,1,"None Required","YES","YES","Mrs","YES","1","2018","8",21,"Tuesday","2020","3",29,"Sunday","Business_Hour","morning","spring","F"
"739","Slow","WEB","1","A","grade1","MCH",101," AB",14,3,1,"B","YES","YES","Mrs","YES","0","2018","8",21,"Tuesday","2020","7",27,"Monday","Business_Hour","morning","summer","F"
"740","Slow","WEB","1","A","grade1","Lon All",61," AB",14,6,1,"A","YES","NO","Mr","YES","0","2018","8",22,"Wednesday","2019","10",24,"Thursday","Business_Hour","morning","fall","M"
"741","Slow","WEB","1","A","grade1","MCH",48," PP Area",14,6,0,"A","YES","YES","Mr","YES","0","2018","8",23,"Thursday","2019","7",27,"Saturday","Closed","morning","summer","M"
"742","Fast","PHONE","0","A","grade2","Lon All",81," NM AB Resort",13,5,1,"None Required","YES","NO","Ms","YES","1","2018","8",25,"Saturday","2020","3",10,"Tuesday","Business_Hour","morning","spring","F"
"743","Extremely Fast","WEB","1","B","grade2","OTHER",47," AA Resort",17,2,1,"B","YES","NO","Mrs","YES","0","2018","8",25,"Saturday","2019","7",20,"Saturday","Business_Hour","morning","summer","F"
"744","Extremely Fast","PHONE","0","A","grade2","Lon Heathrow",31," AA Resort",14,3,1,"B","YES","NO","Mrs","YES","1","2018","8",26,"Sunday","2019","4",5,"Friday","Business_Hour","morning","spring","F"
"745","Extremely Fast","WEB","1","A","grade1","Lon All",33," PP Area",14,4,0,"A","YES","NO","Mrs","YES","1","2018","8",26,"Sunday","2019","4",14,"Sunday","Business_Hour","afternoon","spring","F"
"746","Slow","WEB","0","A","grade1","Lon All",49," PP Area",14,6,3,"A","YES","YES","Mr","YES","0","2018","8",26,"Sunday","2019","8",10,"Saturday","Business_Hour","morning","summer","M"
"747","Slow","WEB","1","A","grade2","Lon Gat",60," PP Area",10,3,1,"None Required","YES","YES","Mr","YES","0","2018","8",26,"Sunday","2019","10",25,"Friday","Business_Hour","afternoon","fall","M"
"748","Slow","WEB","1","A","grade1","Lon All",39," JH Area",14,7,1,"A","YES","YES","Miss","YES","0","2018","8",26,"Sunday","2019","5",29,"Wednesday","Business_Hour","afternoon","spring","F"
"749","Slow","WEB","1","E","None","MCH",48," AB",14,2,2,"None Required","YES","NO","Mrs","YES","0","2018","8",27,"Monday","2019","8",2,"Friday","Closed","morning","summer","F"
"750","Slow","WEB","0","D","grade2","MCH",48," DC Drive",7,4,0,"B","YES","NO","Mr","YES","0","2018","8",27,"Monday","2019","7",28,"Sunday","Business_Hour","morning","summer","M"
"751","Slow","WEB","0","E","None","Lon All",50," Tampa",14,6,2,"None Required","YES","NO","Mr","YES","0","2018","8",28,"Tuesday","2019","8",17,"Saturday","Business_Hour","morning","summer","M"
"752","Slow","WEB","1","A","grade2","Lon Gat",83," AA Resort",14,4,0,"None Required","YES","NO","Mrs","YES","0","2018","8",29,"Wednesday","2020","4",3,"Friday","Closed","morning","spring","F"
"753","Slow","WEB","0","B","grade2","MCH",51," AA Resort",12,2,0,"A","YES","NO","Mrs","YES","0","2018","8",29,"Wednesday","2019","8",19,"Monday","Business_Hour","afternoon","summer","F"
"754","Slow","WEB","1","D","grade2","Lon All",24," AA Resort",14,2,2,"B","YES","NO","Miss","YES","0","2018","8",29,"Wednesday","2019","2",13,"Wednesday","Business_Hour","morning","winter","F"
"755","Fast","PHONE","1","E","None","MCH",48," AB",14,6,0,"None Required","YES","NO","Ms","YES","1","2018","9",3,"Monday","2019","8",6,"Tuesday","Business_Hour","afternoon","summer","F"
"756","Extremely Fast","PHONE","0","A","grade1","BH",50," JH Area",10,4,1,"A","YES","NO","Mrs","YES","1","2018","9",3,"Monday","2019","8",19,"Monday","Business_Hour","morning","summer","F"
"757","Fast","PHONE","0","A","grade1","OTHER",46," JH Area",14,4,0,"A","YES","NO","Ms","YES","1","2018","9",4,"Tuesday","2019","7",27,"Saturday","Business_Hour","afternoon","summer","F"
"758","Slow","WEB","0","D","grade2","OTHER",44," DC Drive",7,2,0,"None Required","YES","NO","Mrs","YES","0","2018","9",5,"Wednesday","2019","7",8,"Monday","Business_Hour","afternoon","summer","F"
"759","Slow","WEB","1","B","grade2","MCH",58," CC City",13,3,1,"A","YES","YES","Mr","YES","0","2018","9",6,"Thursday","2019","10",18,"Friday","Business_Hour","afternoon","fall","M"
"760","Slow","WEB","0","A","grade2","OTHER",37," NM AB Resort",14,2,2,"None Required","YES","YES","Mr","YES","0","2018","9",6,"Thursday","2019","5",23,"Thursday","Business_Hour","morning","spring","M"
"761","Extremely Fast","WEB","1","B","grade2","Lon All",82," CC City",17,4,2,"None Required","YES","NO","Mrs","YES","0","2018","9",7,"Friday","2020","4",1,"Wednesday","Closed","morning","spring","F"
"762","Extremely Fast","WEB","1","B","grade2","Lon Gat",46," PP Area",14,4,0,"A","YES","YES","Mrs","YES","0","2018","9",7,"Friday","2019","7",24,"Wednesday","Closed","morning","summer","F"
"763","Slow","WEB","1","A","grade2","Lon Gat",102," DC Drive",14,3,1,"B","YES","NO","Mr","YES","0","2018","9",7,"Friday","2020","8",19,"Wednesday","Business_Hour","morning","summer","M"
"764","Slow","WEB","0","A","grade1","MCH",10,"OTHER",21,2,0,"None Required","NO","NO","Mr","NO","0","2018","9",7,"Friday","2018","11",16,"Friday","Business_Hour","morning","fall","M"
"765","Extremely Fast","WEB","1","A","grade3","OTHER",31,"OTHER",6,1,2,"A","YES","YES","Mrs","YES","0","2018","9",8,"Saturday","2019","4",13,"Saturday","Closed","night","spring","F"
"766","Slow","WEB","1","A","grade2","Lon All",32," PP Area",10,1,1,"None Required","NO","NO","Mrs","YES","0","2018","9",8,"Saturday","2019","4",19,"Friday","Closed","morning","spring","F"
"767","Slow","WEB","0","E","None","MCH",56," AB",21,5,1,"None Required","YES","NO","Mr","YES","0","2018","9",8,"Saturday","2019","10",1,"Tuesday","Business_Hour","morning","fall","M"
"768","Slow","WEB","1","B","grade2","GG",53," NM AB Resort",14,2,0,"A","YES","NO","Mr","YES","0","2018","9",8,"Saturday","2019","9",13,"Friday","Business_Hour","morning","fall","M"
"769","Slow","WEB","1","B","grade2","Lon Gat",50," PP Area",14,4,0,"A","NO","NO","Mr","YES","0","2018","9",8,"Saturday","2019","8",21,"Wednesday","Closed","morning","summer","M"
"770","Fast","PHONE","0","A","grade2","Lon All",29," NM AB Resort",14,2,1,"A","YES","YES","Mrs","YES","1","2018","9",9,"Sunday","2019","4",1,"Monday","Business_Hour","morning","spring","F"
"771","Slow","WEB","1","A","grade1","Lon All",34," JH Area",14,NA,1,"A","YES","YES","Mr","YES","0","2018","9",9,"Sunday","2019","5",6,"Monday","Business_Hour","morning","spring","M"
"772","Slow","WEB","0","A","grade1","Lon Gat",45," PP Area",17,5,0,"A","YES","NO","Miss","YES","0","2018","9",9,"Sunday","2019","7",24,"Wednesday","Business_Hour","afternoon","summer","F"
"773","Extremely Fast","PHONE","0","A","grade2","MCH",57," PP Area",14,2,1,"None Required","YES","YES","Mrs","YES","1","2018","9",10,"Monday","2019","10",15,"Tuesday","Business_Hour","morning","fall","F"
"774","Slow","WEB","0","B","grade2","Lon Gat",48," PP Area",14,2,1,"A","YES","NO","Mrs","YES","0","2018","9",10,"Monday","2019","8",13,"Tuesday","Business_Hour","morning","summer","F"
"775","Slow","WEB","0","A","grade1","MCH",105," AB",16,4,2,"A","YES","NO","Mr","YES","0","2018","9",10,"Monday","2020","9",14,"Monday","Business_Hour","afternoon","fall","M"
"776","Slow","WEB","0","A","grade1","Lon All",47," JH Area",24,4,0,"A","YES","YES","Mr","YES","0","2018","9",10,"Monday","2019","8",4,"Sunday","Business_Hour","morning","summer","M"
"777","Slow","WEB","1","B","grade2","Lon All",48," IO Vista",14,2,2,"A","YES","YES","Mr","YES","0","2018","9",10,"Monday","2019","8",17,"Saturday","Closed","morning","summer","M"
"778","Extremely Fast","WEB","1","A","grade2","Lon Gat",40," NM AB Resort",14,3,0,"A","YES","NO","Mrs","YES","1","2018","9",11,"Tuesday","2019","6",22,"Saturday","Business_Hour","morning","summer","F"
"779","Fast","PHONE","0","A","grade1","MCH",111," PP Area",14,5,1,"A","YES","YES","Ms","YES","1","2018","9",14,"Friday","2020","10",30,"Friday","Business_Hour","afternoon","fall","F"
"780","Slow","WEB","0","A","grade2","OTHER",46," PP Area",14,4,0,"B","YES","NO","Miss","YES","0","2018","9",15,"Saturday","2019","8",1,"Thursday","Business_Hour","morning","summer","F"
"781","Fast","PHONE","1","E","None","Lon All",46," AB",10,2,2,"None Required","YES","NO","Ms","YES","1","2018","9",16,"Sunday","2019","8",10,"Saturday","Business_Hour","morning","summer","F"
"782","Fast","PHONE","1","E","None","OTHER",46," PP Area",14,4,0,"None Required","NO","NO","Mrs","YES","1","2018","9",16,"Sunday","2019","8",7,"Wednesday","Business_Hour","afternoon","summer","F"
"783","Fast","PHONE","1","A","grade2","MCH",60," AA Resort",14,6,1,"None Required","YES","YES","Mrs","YES","1","2018","9",16,"Sunday","2019","11",12,"Tuesday","Business_Hour","morning","fall","F"
"784","Extremely Fast","PHONE","0","E","None","Lon All",47," AB",21,5,0,"None Required","YES","NO","Mrs","YES","1","2018","9",16,"Sunday","2019","8",15,"Thursday","Business_Hour","afternoon","summer","F"
"785","Slow","WEB","0","A","grade2","BH",26,"OTHER",10,2,0,"None Required","YES","NO","Mrs","YES","0","2018","9",18,"Tuesday","2019","3",18,"Monday","Business_Hour","afternoon","spring","F"
"786","Extremely Fast","WEB","0","B","grade2","BH",46," NM AB Resort",14,3,0,"B","YES","YES","Mrs","YES","0","2018","9",18,"Tuesday","2019","8",7,"Wednesday","Business_Hour","morning","summer","F"
"787","Slow","WEB","1","B","grade2","GG",50,"OTHER",14,2,0,"B","YES","NO","Mrs","YES","0","2018","9",19,"Wednesday","2019","9",7,"Saturday","Business_Hour","afternoon","fall","F"
"788","Slow","WEB","1","A","grade2","MCH",44,"OTHER",14,2,3,"None Required","YES","NO","Mr","YES","0","2018","9",19,"Wednesday","2019","7",25,"Thursday","Closed","morning","summer","M"
"789","Slow","WEB","1","A","grade2","MCH",51," DC Drive",21,6,0,"None Required","YES","YES","Mr","YES","0","2018","9",19,"Wednesday","2019","9",14,"Saturday","Business_Hour","morning","fall","M"
"790","Slow","WEB","1","B","grade2","MCH",27," CC City",14,4,0,"A","YES","NO","Mrs","YES","0","2018","9",20,"Thursday","2019","3",27,"Wednesday","Closed","morning","spring","F"
"791","Slow","WEB","0","A","grade1","Lon Gat",30," PP Area",10,6,2,"A","YES","NO","Mr","YES","0","2018","9",20,"Thursday","2019","4",19,"Friday","Business_Hour","afternoon","spring","M"
"792","Slow","WEB","1","A","grade1","Lon Gat",46," AB",14,4,1,"A","YES","NO","Mr","YES","0","2018","9",20,"Thursday","2019","8",6,"Tuesday","Business_Hour","afternoon","summer","M"
"793","Slow","WEB","1","B","grade2","MCH",84," JH Area",17,6,3,"A","YES","NO","Miss","YES","0","2018","9",20,"Thursday","2020","4",30,"Thursday","Business_Hour","afternoon","spring","F"
"794","Fast","PHONE","1","B","grade2","Lon All",47,"OTHER",17,2,2,"A","YES","NO","Ms","YES","1","2018","9",21,"Friday","2019","8",14,"Wednesday","Business_Hour","afternoon","summer","F"
"795","Extremely Fast","WEB","1","A","grade2","MCH",11," NM AB Resort",10,2,0,"B","YES","YES","Mrs","YES","0","2018","9",22,"Saturday","2018","12",5,"Wednesday","Closed","night","winter","F"
"796","Slow","WEB","1","A","grade1","Lon All",46," JH Area",14,4,1,"A","YES","NO","Mr","YES","0","2018","9",22,"Saturday","2019","8",7,"Wednesday","Business_Hour","afternoon","summer","M"
"797","Extremely Fast","PHONE","0","A","grade2","GG",48," AB",14,3,0,"B","YES","NO","Mrs","YES","1","2018","9",24,"Monday","2019","8",29,"Thursday","Business_Hour","morning","summer","F"
"798","Extremely Fast","WEB","1","A","grade2","MCH",104," NM AB Resort",14,2,0,"None Required","YES","YES","Mrs","YES","1","2018","9",25,"Tuesday","2020","9",20,"Sunday","Business_Hour","morning","fall","F"
"799","Extremely Fast","WEB","0","A","grade1","GG",37," PP Area",14,4,1,"A","YES","NO","Mrs","YES","0","2018","9",25,"Tuesday","2019","6",15,"Saturday","Business_Hour","morning","summer","F"
"800","Slow","WEB","0","B","grade2","MCH",36," LA",7,2,0,"None Required","YES","YES","Mr","YES","0","2018","9",27,"Thursday","2019","6",2,"Sunday","Business_Hour","afternoon","summer","M"
"801","Fast","PHONE","1","A","grade1","Lon Gat",45," PP Area",14,2,2,"A","YES","NO","Mrs","YES","1","2018","9",30,"Sunday","2019","8",16,"Friday","Closed","morning","summer","F"
"802","Extremely Fast","PHONE","0","A","grade1","OTHER",42," JH Area",14,3,1,"A","YES","YES","Mrs","YES","1","2018","9",30,"Sunday","2019","7",24,"Wednesday","Closed","morning","summer","F"
"803","Extremely Fast","WEB","1","A","grade1","Lon Gat",26," JH Area",16,4,0,"A","YES","NO","Mrs","YES","0","2018","10",4,"Thursday","2019","4",3,"Wednesday","Business_Hour","morning","spring","F"
"804","Slow","WEB","1","B","grade2","MCH",17," LA",9,2,0,"B","YES","YES","Mr","YES","0","2018","10",5,"Friday","2019","2",1,"Friday","Business_Hour","afternoon","winter","M"
"805","Slow","WEB","0","A","grade2","MCH",54," AA Resort",14,5,0,"None Required","YES","NO","Miss","YES","0","2018","10",5,"Friday","2019","10",18,"Friday","Business_Hour","afternoon","fall","F"
"806","Extremely Fast","PHONE","1","E","None","Lon Gat",12," Tampa",21,4,0,"None Required","YES","NO","Mrs","YES","1","2018","10",7,"Sunday","2019","1",3,"Thursday","Business_Hour","morning","winter","F"
"807","Slow","WEB","1","C","grade2","OTHER",99," DC Drive",14,4,1,"A","NO","NO","Mr","YES","0","2018","10",7,"Sunday","2020","9",3,"Thursday","Business_Hour","morning","fall","M"
"808","Slow","WEB","1","A","grade2","MCH",52," AA Resort",14,3,1,"B","YES","NO","Mr","YES","0","2018","10",7,"Sunday","2019","10",6,"Sunday","Business_Hour","afternoon","fall","M"
"809","Extremely Fast","WEB","1","E","None","Lon All",42," AB",21,4,0,"None Required","YES","YES","Mrs","YES","0","2018","10",11,"Thursday","2019","7",31,"Wednesday","Business_Hour","morning","summer","F"
"810","Slow","WEB","1","B","grade3","Lon All",88," DC Drive",14,2,0,"A","YES","NO","Mr","YES","0","2018","10",12,"Friday","2020","6",20,"Saturday","Closed","morning","summer","M"
"811","Slow","WEB","0","A","grade3","Lon Heathrow",43," NM AB Resort",14,4,0,"None Required","YES","NO","Mr","YES","0","2018","10",12,"Friday","2019","8",10,"Saturday","Business_Hour","afternoon","summer","M"
"812","Slow","WEB","1","A","grade1","Lon All",45," JH Area",14,5,2,"A","YES","NO","Mr","YES","0","2018","10",12,"Friday","2019","8",21,"Wednesday","Business_Hour","afternoon","summer","M"
"813","Slow","WEB","0","A","grade2","Lon Gat",43," PP Area",14,3,0,"B","YES","NO","Mrs","YES","0","2018","10",13,"Saturday","2019","8",10,"Saturday","Business_Hour","morning","summer","F"
"814","Extremely Fast","PHONE","1","A","grade2","Lon Heathrow",9," PP Area",10,4,0,"None Required","YES","NO","Mrs","YES","1","2018","10",14,"Sunday","2018","12",20,"Thursday","Business_Hour","afternoon","winter","F"
"815","Slow","WEB","1","A","grade2","Lon All",44," AA Resort",14,2,2,"None Required","YES","NO","Mrs","YES","0","2018","10",14,"Sunday","2019","8",20,"Tuesday","Business_Hour","morning","summer","F"
"816","Slow","WEB","1","A","grade1","OTHER",42," AB",14,3,1,"A","YES","NO","Mr","YES","0","2018","10",14,"Sunday","2019","8",5,"Monday","Business_Hour","morning","summer","M"
"817","Slow","WEB","0","A","grade2","Lon All",44," SF",9,2,0,"A","YES","YES","Miss","YES","0","2018","10",17,"Wednesday","2019","8",20,"Tuesday","Business_Hour","morning","summer","F"
"818","Slow","WEB","0","A","grade2","Lon All",31," DC Drive",7,2,1,"A","NO","NO","Mrs","YES","0","2018","10",20,"Saturday","2019","5",25,"Saturday","Business_Hour","morning","spring","F"
"819","Slow","WEB","0","A","grade2","Lon All",28," IO Vista",14,2,0,"B","YES","NO","Mr","YES","0","2018","10",20,"Saturday","2019","5",2,"Thursday","Business_Hour","morning","spring","M"
"820","Slow","WEB","0","A","grade2","Lon Gat",74," AA Resort",14,2,2,"B","YES","NO","Miss","YES","0","2018","10",25,"Thursday","2020","3",26,"Thursday","Business_Hour","afternoon","spring","F"
"821","Slow","WEB","1","A","grade1","MCH",16," PP Area",7,4,0,"None Required","YES","YES","Mrs","YES","0","2018","10",27,"Saturday","2019","2",16,"Saturday","Closed","night","winter","F"
"822","Slow","WEB","1","A","grade2","MCH",47," DC Drive",14,2,0,"B","YES","NO","Mr","YES","0","2018","10",27,"Saturday","2019","9",19,"Thursday","Closed","morning","fall","M"
"823","Slow","WEB","1","A","grade2","MCH",47," NM AB Resort",10,4,0,"None Required","YES","NO","Mr","YES","0","2018","10",27,"Saturday","2019","9",18,"Wednesday","Closed","morning","fall","M"
"824","Fast","PHONE","0","A","grade1","Lon Heathrow",35," JH Area",10,4,0,"A","YES","NO","Mrs","YES","1","2018","10",28,"Sunday","2019","7",6,"Saturday","Business_Hour","afternoon","summer","F"
"825","Extremely Fast","WEB","1","E","None","Lon All",50," PP Area",14,4,1,"None Required","YES","NO","Mrs","YES","1","2018","10",28,"Sunday","2019","10",18,"Friday","Closed","morning","fall","F"
"826","Slow","WEB","0","A","grade2","MCH",105," NM AB Resort",14,3,1,"A","YES","NO","Miss","YES","0","2018","10",28,"Sunday","2020","11",6,"Friday","Business_Hour","afternoon","fall","F"
"827","Slow","WEB","0","A","grade2","GG",36," AA Resort",11,3,0,"B","YES","NO","Mrs","YES","0","2018","10",30,"Tuesday","2019","7",13,"Saturday","Business_Hour","afternoon","summer","F"
"828","Fast","PHONE","0","A","grade2","Lon All",94," DC Drive",14,4,0,"A","YES","YES","Mrs","YES","1","2018","10",31,"Wednesday","2020","8",18,"Tuesday","Business_Hour","afternoon","summer","F"
"829","Extremely Fast","WEB","1","A","grade2","Lon Gat",23," AA Resort",12,3,1,"None Required","YES","NO","Mrs","YES","0","2018","11",1,"Thursday","2019","4",11,"Thursday","Closed","night","spring","F"
"830","Slow","WEB","1","A","grade2","OTHER",42,"OTHER",14,4,0,"B","YES","NO","Mr","YES","0","2018","11",3,"Saturday","2019","8",22,"Thursday","Closed","morning","summer","M"
"831","Fast","PHONE","1","A","grade1","MCH",26," JH Area",14,2,0,"A","YES","NO","Ms","YES","1","2018","11",4,"Sunday","2019","5",5,"Sunday","Business_Hour","afternoon","spring","F"
"832","Extremely Fast","PHONE","1","B","grade2","OTHER",45," LA",10,2,0,"A","YES","NO","Mrs","YES","1","2018","11",4,"Sunday","2019","9",16,"Monday","Closed","morning","fall","F"
"833","Slow","WEB","1","E","None","Lon Gat",52," JH Area",14,3,0,"None Required","YES","NO","Mrs","YES","0","2018","11",4,"Sunday","2019","11",4,"Monday","Business_Hour","morning","fall","F"
"834","Slow","WEB","1","A","grade2","BH",39," AA Resort",14,3,1,"B","YES","NO","Mr","YES","0","2018","11",4,"Sunday","2019","8",7,"Wednesday","Business_Hour","morning","summer","M"
"835","Fast","PHONE","0","A","grade1","Lon All",33," JH Area",14,3,1,"A","YES","YES","Mrs","YES","1","2018","11",8,"Thursday","2019","6",25,"Tuesday","Business_Hour","afternoon","summer","F"
"836","Slow","WEB","1","A","grade3","Lon All",73," AB",14,2,1,"None Required","YES","NO","Mr","YES","0","2018","11",9,"Friday","2020","4",2,"Thursday","Closed","morning","spring","M"
"837","Extremely Fast","PHONE","0","A","grade1","Lon Heathrow",21," PP Area",14,4,1,"A","YES","NO","Mrs","YES","1","2018","11",10,"Saturday","2019","4",6,"Saturday","Closed","morning","spring","F"
"838","Slow","WEB","1","A","grade1","MCH",36," JH Area",14,5,2,"A","YES","YES","Miss","YES","0","2018","11",11,"Sunday","2019","7",27,"Saturday","Business_Hour","night","summer","F"
"839","Fast","WEB","0","A","grade3","Lon Gat",21," JH Area",14,3,2,"None Required","YES","NO","Miss","YES","0","2018","11",12,"Monday","2019","4",10,"Wednesday","Business_Hour","afternoon","spring","F"
"840","Slow","WEB","1","A","grade1","Lon All",28," JH Area",14,3,1,"A","YES","NO","Mr","YES","0","2018","11",14,"Wednesday","2019","5",26,"Sunday","Closed","morning","spring","M"
"841","Slow","WEB","1","A","grade1","GG",26," PP Area",14,4,0,"A","YES","NO","Mr","YES","0","2018","11",14,"Wednesday","2019","5",17,"Friday","Business_Hour","afternoon","spring","M"
"842","Slow","WEB","1","A","grade1","Lon Gat",26," PP Area",7,4,0,"A","YES","YES","Mr","YES","0","2018","11",18,"Sunday","2019","5",25,"Saturday","Closed","morning","spring","M"
"843","Fast","WEB","0","A","grade2","MCH",43," AA Resort",14,2,1,"B","YES","NO","Miss","YES","0","2018","11",21,"Wednesday","2019","9",20,"Friday","Business_Hour","night","fall","F"
"844","Extremely Fast","WEB","1","D","grade2","OTHER",45," NM AB Resort",14,4,0,"B","YES","NO","Mrs","YES","0","2018","11",25,"Sunday","2019","10",6,"Sunday","Business_Hour","morning","fall","F"
"845","Extremely Fast","WEB","0","A","grade3","Lon Gat",16," DC Drive",14,2,0,"None Required","YES","NO","Mrs","YES","0","2018","11",26,"Monday","2019","3",23,"Saturday","Closed","morning","spring","F"
"846","Fast","PHONE","0","A","grade2","MCH",23," AB",10,2,0,"B","YES","NO","Ms","YES","1","2018","11",27,"Tuesday","2019","5",5,"Sunday","Business_Hour","morning","spring","F"
"847","Extremely Fast","PHONE","0","A","grade2","Lon All",66," AB",14,2,1,"None Required","YES","YES","Mrs","YES","1","2018","11",27,"Tuesday","2020","3",4,"Wednesday","Closed","morning","spring","F"
"848","Extremely Fast","WEB","1","A","grade2","MCH",93," AA Resort",14,3,0,"B","NO","NO","Mrs","YES","0","2018","11",27,"Tuesday","2020","9",6,"Sunday","Business_Hour","morning","fall","F"
"849","Slow","WEB","0","A","grade1","Lon All",33,"OTHER",10,7,0,"B","YES","YES","Mr","YES","0","2018","11",27,"Tuesday","2019","7",15,"Monday","Business_Hour","morning","summer","M"
